id;satisfaction_level;last_evaluation;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;salary;num_project;depto
11832;0,81;0,81;212;2;1;0;0;medium;4;sales
11833;0,71;0,66;187;2;0;0;0;medium;5;sales
11834;0,7;0,83;241;2;0;0;0;medium;5;sales
11835;0,53;1;164;4;0;0;0;medium;3;IT
11836;0,16;0,93;218;6;1;0;0;high;6;product_mng
11837;0,17;0,55;194;3;0;0;0;low;4;product_mng
11838;0,7;0,95;158;2;0;0;0;medium;3;product_mng
11839;0,43;0,88;149;4;0;0;0;medium;2;product_mng
11840;0,49;0,62;161;2;0;0;0;medium;4;IT
11841;0,5;0,9;226;2;0;0;0;high;5;management
11842;0,57;0,59;111;2;0;0;0;high;2;management
11843;0,68;0,75;258;3;0;0;0;high;4;management
11844;0,62;0,61;266;2;0;0;0;high;3;management
11845;0,69;0,75;253;3;0;0;0;high;3;management
11846;0,63;0,7;160;3;0;0;0;high;5;management
11847;0,76;0,62;230;3;1;0;0;low;5;marketing
11848;0,62;0,76;198;3;0;0;0;low;5;sales
11849;0,82;0,69;250;3;0;0;0;low;3;accounting
11850;0,2;0,7;225;5;0;0;0;low;4;support
11851;0,16;0,7;178;3;1;0;0;low;3;technical
11852;0,2;0,78;196;3;0;0;0;low;4;management
11853;0,53;0,51;240;2;0;0;0;low;4;marketing
11854;0,71;0,63;204;3;0;0;0;low;3;marketing
11855;0,7;0,93;250;3;0;0;0;low;3;marketing
11856;0,92;0,94;224;2;0;0;0;low;2;sales
11857;0,81;0,92;268;3;0;0;0;low;4;sales
11858;0,79;0,62;167;3;0;0;0;low;5;sales
11859;0,53;0,64;168;3;0;0;0;low;3;sales
11860;0,51;0,56;168;2;0;0;0;low;4;sales
11861;0,78;0,9;158;3;0;0;0;low;5;sales
11862;0,5;0,91;240;3;0;0;0;low;3;sales
11863;0,92;1;261;4;0;0;0;medium;4;sales
11864;0,59;0,54;176;2;0;0;0;medium;4;technical
11865;0,77;0,55;217;3;0;0;0;medium;3;support
11866;0,74;0,87;224;2;0;0;0;medium;5;support
11867;0,67;0,97;196;3;0;0;0;medium;4;support
11868;0,56;0,59;223;3;0;0;0;medium;3;support
11869;0,84;0,44;131;5;1;0;0;medium;5;support
11870;0,53;0,77;167;2;0;0;0;medium;2;support
11871;0,86;0,71;273;3;0;0;0;medium;5;support
11872;0,77;0,68;98;3;0;0;0;medium;3;support
11873;0,97;0,94;253;3;0;0;0;medium;4;support
11874;0,69;0,87;174;3;0;0;0;medium;5;support
11875;0,73;0,9;274;2;0;0;0;high;3;support
11876;0,42;0,47;174;5;0;0;0;low;6;technical
11877;0,4;0,47;173;5;0;0;0;medium;5;technical
11878;0,33;0,41;198;4;0;0;0;medium;2;technical
11879;0,68;0,66;238;2;0;0;0;medium;3;management
11880;0,78;0,8;256;2;0;0;0;medium;3;IT
11881;0,92;0,6;179;2;0;0;0;low;3;IT
11882;0,66;0,66;273;4;1;0;0;low;4;IT
11883;0,6;0,45;104;4;0;0;0;low;3;IT
11884;0,86;0,83;208;3;1;0;0;low;4;IT
11885;0,61;0,49;275;2;0;0;0;low;3;product_mng
11886;0,71;0,68;231;2;1;0;0;low;3;product_mng
11887;0,86;0,62;186;3;0;0;0;low;4;product_mng
11888;0,96;0,59;241;3;0;0;0;low;3;product_mng
11889;0,7;0,54;194;2;1;0;0;low;3;IT
11890;0,38;0,49;196;3;0;0;1;high;4;management
11891;0,39;0,75;185;3;0;0;1;high;6;management
11892;0,49;0,4;148;2;1;0;1;high;2;management
11893;0,78;0,62;150;3;0;0;1;high;4;management
11894;0,74;0,79;121;5;0;0;1;high;5;management
11895;0,82;0,76;266;3;0;0;1;high;4;management
11896;0,6;0,42;109;6;0;0;0;low;2;sales
11897;0,72;0,99;143;4;0;0;0;low;3;sales
11898;0,73;0,97;174;3;0;0;0;low;3;sales
11899;0,89;0,55;159;2;0;0;0;medium;4;sales
11900;0,74;0,94;157;2;0;0;0;medium;4;sales
11901;0,83;0,57;222;2;0;0;0;medium;2;sales
11902;0,24;0,88;199;5;1;0;0;medium;5;sales
11903;0,93;0,89;255;6;1;0;0;medium;3;sales
11904;0,96;0,62;253;6;0;0;0;medium;4;sales
11905;0,16;0,68;149;6;1;0;0;medium;5;sales
11906;0,21;0,85;285;6;0;0;0;medium;6;sales
11907;0,69;0,54;164;6;0;0;0;medium;3;sales
11908;0,66;0,96;243;3;1;0;0;medium;3;sales
11909;0,67;0,39;207;6;0;0;0;medium;2;sales
11910;0,85;0,58;186;6;0;0;0;medium;4;sales
11911;0,37;0,92;211;6;0;0;0;high;4;sales
11912;0,64;0,64;190;3;0;0;0;low;2;sales
11913;0,91;0,82;241;3;0;0;0;medium;2;sales
11914;0,96;0,68;206;3;0;0;0;medium;3;sales
11915;0,74;0,7;273;3;0;0;0;medium;4;sales
11916;0,94;0,99;157;3;0;0;0;medium;2;sales
11917;0,37;0,72;183;2;0;0;0;low;3;sales
11918;0,92;0,85;151;6;1;0;0;low;3;sales
11919;0,86;0,72;217;3;0;0;0;low;3;sales
11920;0,66;0,49;235;6;1;0;0;low;5;sales
11921;0,19;0,61;127;6;0;0;0;low;4;sales
11922;0,65;0,61;167;6;0;0;0;low;5;sales
11923;0,92;0,44;260;6;0;0;0;low;3;sales
11924;0,83;0,8;240;6;0;0;0;low;3;sales
11925;0,94;0,82;187;3;0;0;0;low;4;sales
11926;0,42;0,69;126;2;0;0;0;low;3;sales
11927;0,78;0,53;168;3;0;0;0;low;6;sales
11928;0,58;0,76;197;5;0;0;0;low;4;sales
11929;0,5;0,64;170;6;0;0;0;low;2;sales
11930;0,82;0,76;219;6;1;0;0;low;3;IT
11931;0,97;0,92;137;6;1;0;0;low;6;product_mng
11932;0,8;0,93;225;4;0;0;0;low;3;product_mng
11933;0,82;0,84;194;3;0;0;0;low;3;product_mng
11934;0,95;0,99;251;4;0;0;0;low;5;product_mng
11935;0,88;0,51;195;4;0;0;0;low;5;IT
11936;0,5;0,86;180;6;0;0;1;high;3;management
11937;0,53;0,8;225;6;1;0;1;high;2;management
11938;0,82;0,74;229;6;0;0;1;high;3;management
11939;0,15;0,74;144;6;0;0;1;high;6;management
11940;0,92;0,7;129;3;0;0;1;high;3;management
11941;0,53;0,74;172;6;0;0;1;high;3;management
11942;0,58;1;220;6;0;0;0;medium;4;marketing
11943;0,88;0,74;273;6;0;0;0;medium;3;sales
11944;0,85;0,72;245;6;0;0;0;medium;3;accounting
11945;0,99;0,68;264;6;1;0;0;medium;5;support
11946;0,94;0,73;268;6;0;0;0;medium;3;technical
11947;0,63;0,94;172;3;0;0;0;medium;3;management
11948;0,85;0,9;245;3;0;0;0;medium;3;marketing
11949;0,95;0,66;192;3;0;0;0;medium;5;marketing
11950;0,71;0,66;268;4;0;0;0;high;3;marketing
11951;0,49;0,88;244;3;0;0;0;low;4;sales
11952;0,71;0,69;222;4;0;0;0;medium;4;sales
11953;0,52;0,62;239;2;0;0;0;medium;5;sales
11954;0,48;0,72;143;4;0;0;0;medium;3;sales
11955;0,82;0,79;160;3;0;0;0;medium;3;sales
11956;0,83;0,76;255;6;0;0;0;low;2;sales
11957;0,85;0,87;152;6;0;0;0;low;4;sales
11958;0,57;0,64;226;6;0;0;0;low;4;sales
11959;0,16;0,63;266;6;0;0;0;low;5;IT
11960;0,85;0,64;256;6;0;0;0;low;5;product_mng
11961;0,82;0,67;198;3;1;0;0;low;3;product_mng
11962;0,9;0,89;254;6;0;0;0;low;4;product_mng
11963;0,92;0,64;104;6;0;0;0;low;2;product_mng
11964;0,9;0,48;136;6;0;0;0;low;4;IT
11965;0,82;0,8;205;3;0;0;0;low;5;IT
11966;0,84;0,81;236;3;1;0;0;low;4;IT
11967;0,92;0,65;176;3;0;0;0;low;3;IT
11968;0,82;0,82;148;3;0;0;0;low;3;IT
11969;0,8;0,8;146;3;1;0;0;low;4;IT
11970;0,6;0,85;242;2;0;0;0;low;3;IT
11971;0,14;0,38;115;6;1;0;0;high;5;marketing
11972;0,85;0,89;150;3;0;0;0;high;4;accounting
11973;0,55;0,81;239;6;0;0;0;high;3;accounting
11974;0,49;0,71;178;6;0;0;0;medium;4;IT
11975;0,82;0,58;263;6;0;0;0;medium;5;IT
11976;0,59;0,77;272;6;0;0;0;high;3;management
11977;0,9;0,82;133;6;0;0;0;medium;3;marketing
11978;0,62;0,72;149;3;1;0;0;medium;3;marketing
11979;0,61;0,68;193;2;0;0;0;medium;3;marketing
11980;0,52;0,55;174;3;1;0;0;medium;5;sales
11981;0,79;0,87;223;5;0;0;0;medium;4;sales
11982;0,49;0,89;201;6;0;0;0;medium;4;sales
11983;0,73;0,67;139;6;0;0;0;medium;2;sales
11984;0,67;0,49;241;6;0;0;0;medium;5;sales
11985;0,52;0,61;187;4;1;0;0;medium;4;sales
11986;0,72;0,64;192;3;0;0;0;medium;4;sales
11987;0,48;0,5;142;4;0;0;0;medium;5;IT
11988;0,19;0,79;229;4;0;0;0;medium;4;product_mng
11989;0,49;0,49;104;6;0;0;0;high;3;product_mng
11990;0,9;0,76;255;6;0;0;0;low;3;product_mng
11991;0,49;0,49;212;6;0;0;0;medium;4;product_mng
11992;0,6;0,53;235;6;0;0;0;medium;2;IT
11993;0,62;0,85;237;3;1;0;0;medium;3;IT
11994;0,64;0,5;253;6;0;0;1;high;4;management
11995;0,22;0,94;193;6;0;0;1;high;3;management
11996;0,9;0,55;259;6;1;0;1;high;3;management
11997;0,74;0,95;266;6;0;0;1;high;5;management
11998;0,85;0,54;185;6;0;0;1;high;3;management
11999;0,33;0,65;172;6;0;0;1;high;3;marketing
12000;0,5;0,73;180;3;0;0;0;low;4;IT
12001;0,38;0,53;157;3;0;1;0;low;2;sales
12002;0,8;0,86;262;6;0;1;0;medium;5;sales
12003;0,11;0,88;272;4;0;1;0;medium;6;sales
12004;0,72;0,87;223;5;0;1;0;low;5;sales
12005;0,37;0,52;159;3;0;1;0;low;2;sales
12006;0,41;0,5;153;3;0;1;0;low;2;sales
12007;0,1;0,77;247;4;0;1;0;low;6;sales
12008;0,92;0,85;259;5;0;1;0;low;5;sales
12009;0,89;1;224;5;0;1;0;low;5;sales
12010;0,42;0,53;142;3;0;1;0;low;2;sales
12011;0,45;0,54;135;3;0;1;0;low;2;sales
12012;0,11;0,81;305;4;0;1;0;low;6;sales
12013;0,84;0,92;234;5;0;1;0;low;4;sales
12014;0,41;0,55;148;3;0;1;0;low;2;sales
12015;0,36;0,56;137;3;0;1;0;low;2;sales
12016;0,38;0,54;143;3;0;1;0;low;2;sales
12017;0,45;0,47;160;3;0;1;0;low;2;sales
12018;0,78;0,99;255;6;0;1;0;low;4;sales
12019;0,45;0,51;160;3;1;1;1;low;2;sales
12020;0,76;0,89;262;5;0;1;0;low;5;sales
12021;0,11;0,83;282;4;0;1;0;low;6;sales
12022;0,38;0,55;147;3;0;1;0;low;2;sales
12023;0,09;0,95;304;4;0;1;0;low;6;sales
12024;0,46;0,57;139;3;0;1;0;low;2;sales
12025;0,4;0,53;158;3;0;1;0;low;2;sales
12026;0,89;0,92;242;5;0;1;0;low;5;sales
12027;0,82;0,87;239;5;0;1;0;low;4;sales
12028;0,4;0,49;135;3;0;1;0;low;2;sales
12029;0,41;0,46;128;3;0;1;0;low;2;accounting
12030;0,38;0,5;132;3;0;1;0;low;2;accounting
12031;0,09;0,62;294;4;0;1;0;low;6;accounting
12032;0,45;0,57;134;3;0;1;0;low;2;hr
12033;0,4;0,51;145;3;0;1;0;low;2;hr
12034;0,45;0,55;140;3;0;1;0;low;2;hr
12035;0,84;0,87;246;6;0;1;0;low;4;hr
12036;0,1;0,94;255;4;0;1;0;low;6;technical
12037;0,38;0,46;137;3;0;1;0;low;2;technical
12038;0,45;0,5;126;3;0;1;0;low;2;technical
12039;0,11;0,89;306;4;0;1;0;low;6;technical
12040;0,41;0,54;152;3;0;1;0;low;2;technical
12041;0,87;0,88;269;5;0;1;0;low;5;technical
12042;0,45;0,48;158;3;0;1;0;low;2;technical
12043;0,4;0,46;127;3;0;1;0;low;2;technical
12044;0,1;0,8;281;4;0;1;0;low;6;technical
12045;0,09;0,89;276;4;0;1;0;low;6;technical
12046;0,84;0,74;182;4;0;1;0;low;3;technical
12047;0,4;0,55;147;3;0;1;0;low;2;support
12048;0,57;0,7;273;6;0;1;0;low;3;support
12049;0,4;0,54;148;3;0;1;0;low;2;support
12050;0,43;0,47;147;3;0;1;0;low;2;support
12051;0,13;0,78;152;2;0;1;0;low;6;support
12052;0,44;0,55;135;3;0;1;0;low;2;support
12053;0,38;0,55;134;3;0;1;0;low;2;support
12054;0,39;0,54;132;3;0;1;0;low;2;support
12055;0,1;0,92;307;4;0;1;0;low;6;support
12056;0,37;0,46;140;3;0;1;0;low;2;support
12057;0,11;0,94;255;4;0;1;0;low;6;support
12058;0,1;0,81;309;4;0;1;0;low;6;technical
12059;0,38;0,54;128;3;0;1;0;low;2;technical
12060;0,85;1;225;5;0;1;0;low;4;technical
12061;0,85;0,91;226;5;0;1;0;medium;5;management
12062;0,11;0,93;308;4;0;1;0;medium;6;IT
12063;0,1;0,95;244;5;0;1;0;medium;6;IT
12064;0,36;0,56;132;3;0;1;0;medium;2;IT
12065;0,11;0,94;286;4;0;1;0;medium;6;IT
12066;0,81;0,7;161;4;0;1;0;medium;6;IT
12067;0,43;0,54;153;3;0;1;0;medium;2;product_mng
12068;0,9;0,98;264;6;0;1;0;medium;4;product_mng
12069;0,76;0,86;223;5;1;1;0;medium;5;product_mng
12070;0,43;0,5;135;3;0;1;0;medium;2;product_mng
12071;0,74;0,99;277;3;0;1;0;medium;2;IT
12072;0,09;0,77;275;4;0;1;0;medium;5;product_mng
12073;0,45;0,49;149;3;0;1;0;high;2;product_mng
12074;0,09;0,87;295;4;0;1;0;low;6;product_mng
12075;0,11;0,97;277;4;0;1;0;medium;6;product_mng
12076;0,11;0,79;306;4;0;1;0;medium;6;product_mng
12077;0,1;0,83;295;4;0;1;0;medium;6;product_mng
12078;0,4;0,54;137;3;0;1;0;medium;2;marketing
12079;0,43;0,56;157;3;0;1;0;low;2;sales
12080;0,39;0,56;142;3;0;1;0;low;2;accounting
12081;0,45;0,54;140;3;0;1;0;low;2;support
12082;0,38;0,49;151;3;0;1;0;low;2;technical
12083;0,79;0,59;139;3;0;1;1;low;4;management
12084;0,84;0,85;249;6;0;1;0;low;4;marketing
12085;0,11;0,77;291;4;0;1;0;low;6;marketing
12086;0,11;0,87;305;4;0;1;0;low;6;marketing
12087;0,17;0,84;232;3;0;1;0;low;5;sales
12088;0,44;0,45;132;3;0;1;0;low;2;sales
12089;0,37;0,57;130;3;0;1;0;low;2;sales
12090;0,1;0,79;291;4;0;1;0;low;6;sales
12091;0,4;0,5;130;3;0;1;0;low;2;sales
12092;0,89;1;246;5;0;1;0;low;5;sales
12093;0,42;0,48;143;3;0;1;0;low;2;sales
12094;0,46;0,55;129;3;0;1;0;low;2;sales
12095;0,09;0,83;255;4;0;1;0;low;6;sales
12096;0,37;0,51;155;3;0;1;0;low;2;sales
12097;0,1;0,77;265;4;0;1;0;low;6;sales
12098;0,1;0,84;279;4;0;1;0;low;6;sales
12099;0,11;0,97;284;4;0;1;0;low;6;sales
12100;0,9;1;221;6;0;1;0;medium;5;sales
12101;0,38;0,52;154;3;0;1;0;medium;2;sales
12102;0,36;0,52;147;3;0;1;0;medium;2;sales
12103;0,42;0,46;150;3;0;1;0;medium;2;sales
12104;0,09;0,94;267;4;0;1;0;medium;6;sales
12105;0,43;0,52;158;3;0;1;0;medium;2;sales
12106;0,24;0,46;224;5;0;1;0;medium;6;accounting
12107;0,91;1;257;5;0;1;0;medium;4;accounting
12108;0,44;0,5;148;3;0;1;0;medium;2;accounting
12109;0,71;0,87;177;4;0;1;0;medium;3;hr
12110;0,4;0,49;155;3;0;1;0;medium;2;hr
12111;0,43;0,47;144;3;0;1;0;medium;2;hr
12112;0,09;0,85;289;4;0;1;0;high;6;hr
12113;0,43;0,52;160;3;0;1;0;low;2;technical
12114;0,9;0,96;258;5;0;1;0;medium;4;technical
12115;0,84;1;234;5;0;1;0;medium;5;technical
12116;0,37;0,48;137;3;0;1;0;medium;2;technical
12117;0,86;0,68;263;2;0;1;0;medium;5;technical
12118;0,11;0,84;251;4;0;1;0;low;6;technical
12119;0,37;0,57;133;3;0;1;0;low;2;technical
12120;0,4;0,46;132;3;0;1;0;low;2;technical
12121;0,14;0,62;158;4;1;1;0;low;4;technical
12122;0,4;0,46;135;3;0;1;0;low;2;technical
12123;0,75;1;216;6;0;1;0;low;4;technical
12124;0,11;0,84;300;5;1;1;0;low;6;support
12125;0,46;0,49;138;3;0;1;0;low;2;support
12126;0,11;0,92;260;4;0;1;0;low;6;support
12127;0,38;0,49;132;3;0;1;0;low;2;support
12128;0,7;0,89;183;5;0;1;0;low;3;support
12129;0,09;0,82;250;4;0;1;0;low;6;support
12130;0,37;0,45;151;3;0;1;0;low;2;support
12131;0,1;0,83;292;4;0;1;0;low;6;support
12132;0,38;0,57;140;3;0;1;0;low;2;support
12133;0,9;1;221;5;0;1;0;low;5;support
12134;0,44;0,51;138;3;0;1;0;low;2;support
12135;0,36;0,5;132;3;0;1;0;low;2;technical
12136;0,31;0,84;133;5;0;1;0;low;6;technical
12137;0,1;0,84;283;4;1;1;0;low;6;technical
12138;0,42;0,48;129;3;0;1;0;low;2;management
12139;0,74;1;249;5;0;1;0;low;4;IT
12140;0,73;0,87;257;5;0;1;0;low;5;IT
12141;0,09;0,96;245;4;0;1;0;low;6;IT
12142;0,45;0,53;155;3;0;1;0;low;2;IT
12143;0,11;0,8;256;4;0;1;0;low;6;IT
12144;0,37;0,47;152;3;0;1;0;low;2;product_mng
12145;0,84;0,99;267;5;0;1;0;low;4;product_mng
12146;0,41;0,46;151;3;0;1;0;low;2;product_mng
12147;0,76;0,92;239;5;0;1;0;low;4;product_mng
12148;0,11;0,87;306;4;0;1;0;low;6;IT
12149;0,84;0,88;263;5;1;1;0;low;4;marketing
12150;0,39;0,5;147;3;0;1;0;low;2;marketing
12151;0,11;0,91;278;4;0;1;0;low;6;marketing
12152;0,45;0,56;154;3;0;1;0;low;2;marketing
12153;0,37;0,52;143;3;0;1;0;low;2;marketing
12154;0,4;0,52;155;3;0;1;0;low;2;marketing
12155;0,39;0,48;160;3;0;1;0;low;2;sales
12156;0,11;0,8;304;4;0;1;0;low;6;accounting
12157;0,83;1;240;5;0;1;0;low;5;support
12158;0,11;0,92;305;4;0;1;0;low;6;technical
12159;0,39;0,5;136;3;0;1;0;low;2;management
12160;0,45;0,45;132;3;0;1;0;low;2;marketing
12161;0,1;0,95;301;4;0;1;0;low;6;marketing
12162;0,9;0,98;243;6;0;1;0;low;5;marketing
12163;0,45;0,51;147;3;0;1;0;low;2;sales
12164;0,79;0,89;239;5;0;1;0;low;5;sales
12165;0,9;0,99;260;5;0;1;0;low;5;sales
12166;0,11;0,84;296;4;0;1;0;low;6;sales
12167;0,43;0,55;129;3;0;1;0;low;2;sales
12168;0,31;0,54;132;5;0;1;0;low;5;sales
12169;0,32;0,5;135;5;0;1;0;low;2;sales
12170;0,45;0,57;158;3;0;1;0;low;2;sales
12171;0,81;0,99;259;5;0;1;0;low;4;sales
12172;0,41;0,46;160;3;0;1;1;low;2;sales
12173;0,11;0,78;278;4;0;1;0;low;6;sales
12174;0,1;0,88;284;4;0;1;0;low;6;sales
12175;0,7;0,53;274;4;0;1;0;low;2;sales
12176;0,54;0,74;164;2;0;1;0;low;4;sales
12177;0,41;0,48;148;3;0;1;0;low;2;sales
12178;0,38;0,5;140;3;0;1;0;medium;2;sales
12179;0,37;0,51;127;3;0;1;0;medium;2;sales
12180;0,11;0,85;308;5;0;1;0;medium;6;sales
12181;0,4;0,47;146;3;0;1;0;medium;2;sales
12182;0,1;0,84;261;4;0;1;0;medium;6;accounting
12183;0,89;0,99;257;5;0;1;0;medium;5;accounting
12184;0,11;0,8;285;4;0;1;0;medium;6;accounting
12185;0,36;0,55;141;3;0;1;0;medium;2;hr
12186;0,4;0,46;127;3;0;1;0;medium;2;hr
12187;0,09;0,85;297;4;0;1;0;medium;6;hr
12188;0,4;0,46;143;3;0;1;0;medium;2;hr
12189;0,37;0,55;152;3;0;1;0;medium;2;technical
12190;0,44;0,51;156;3;0;1;0;high;2;technical
12191;0,09;0,8;283;5;0;1;0;low;6;technical
12192;0,92;0,87;226;6;1;1;0;medium;4;technical
12193;0,74;0,91;232;5;0;1;0;medium;4;technical
12194;0,09;0,82;249;4;0;1;0;medium;6;technical
12195;0,89;0,95;275;5;0;1;0;medium;4;technical
12196;0,09;0,8;304;4;0;1;0;low;6;technical
12197;0,27;0,54;278;3;0;1;0;low;6;technical
12198;0,1;0,91;287;4;0;1;0;low;6;technical
12199;0,1;0,89;285;4;0;1;0;low;6;technical
12200;0,77;0,94;226;6;0;1;0;low;5;support
12201;0,9;0,82;259;5;0;1;0;low;5;support
12202;0,39;0,5;135;3;0;1;0;low;2;support
12203;0,76;1;219;5;0;1;0;low;5;support
12204;0,1;0,93;256;4;0;1;0;low;6;support
12205;0,87;0,9;254;6;0;1;0;low;5;support
12206;0,38;0,5;153;3;0;1;0;low;2;support
12207;0,77;0,99;228;5;0;1;0;low;5;support
12208;0,78;0,87;228;5;0;1;0;low;4;support
12209;0,44;0,5;128;3;0;1;0;low;2;support
12210;0,38;0,52;153;3;0;1;0;low;2;support
12211;0,43;0,46;156;3;0;1;0;low;2;technical
12212;0,39;0,5;294;3;0;1;0;low;4;technical
12213;0,88;1;219;5;0;1;0;low;5;technical
12214;0,45;0,46;153;3;0;1;0;low;2;management
12215;0,4;0,53;151;3;0;1;0;low;2;IT
12216;0,36;0,51;155;3;0;1;0;low;2;IT
12217;0,36;0,48;158;3;0;1;0;low;2;IT
12218;0,9;0,98;245;5;0;1;0;low;5;IT
12219;0,43;0,53;131;3;0;1;0;low;2;IT
12220;0,89;0,87;225;5;0;1;0;low;5;product_mng
12221;0,1;0,84;286;4;0;1;0;low;6;product_mng
12222;0,37;0,5;135;3;0;1;0;low;2;product_mng
12223;0,37;0,51;153;3;0;1;0;low;2;product_mng
12224;0,87;0,9;252;5;0;1;0;low;5;IT
12225;0,4;0,56;149;3;0;1;0;low;2;accounting
12226;0,9;0,97;258;5;0;1;0;low;4;accounting
12227;0,37;0,46;158;3;0;1;0;low;2;hr
12228;0,44;0,54;149;3;0;1;0;low;2;hr
12229;0,85;0,95;236;5;0;1;0;low;5;hr
12230;0,78;0,98;239;6;0;1;0;low;5;marketing
12231;0,42;0,47;159;3;0;1;0;low;2;marketing
12232;0,92;0,99;255;6;0;1;0;low;5;sales
12233;0,11;0,83;244;4;0;1;0;low;6;accounting
12234;0,42;0,56;134;3;0;1;0;low;2;support
12235;0,48;0,57;270;4;0;1;0;low;4;technical
12236;0,83;0,85;255;5;0;1;0;low;4;management
12237;0,4;0,53;151;3;0;1;0;low;2;marketing
12238;0,43;0,45;135;3;0;1;0;low;2;marketing
12239;0,43;0,53;146;3;0;1;0;low;2;marketing
12240;0,1;0,97;254;4;0;1;0;low;6;sales
12241;0,1;0,87;289;4;0;1;0;low;6;sales
12242;0,37;0,46;156;3;0;1;0;low;2;sales
12243;0,38;0,53;156;3;0;1;0;low;2;sales
12244;0,4;0,5;128;3;0;1;0;low;2;sales
12245;0,89;0,86;275;5;0;1;0;low;5;sales
12246;0,45;0,46;155;3;0;1;0;low;2;sales
12247;0,37;0,48;159;3;0;1;0;low;2;sales
12248;0,46;0,49;148;3;0;1;0;low;2;sales
12249;0,87;0,91;228;5;0;1;0;low;4;sales
12250;0,11;0,84;298;4;0;1;0;low;6;sales
12251;0,79;0,87;261;5;0;1;0;low;5;sales
12252;0,79;0,92;254;6;0;1;0;low;5;sales
12253;0,19;0,59;192;3;0;1;0;low;6;sales
12254;0,87;0,98;248;5;0;1;0;low;4;sales
12255;0,6;0,92;258;5;0;1;0;low;2;sales
12256;0,44;0,45;156;3;0;1;0;medium;2;sales
12257;0,11;0,81;266;4;1;1;0;medium;6;sales
12258;0,42;0,54;156;3;0;1;0;medium;2;sales
12259;0,88;0,88;232;5;1;1;0;medium;5;accounting
12260;0,11;0,84;287;4;0;1;0;medium;6;accounting
12261;0,46;0,46;154;3;0;1;0;medium;2;accounting
12262;0,82;0,97;263;5;0;1;0;medium;5;hr
12263;0,44;0,56;131;3;0;1;0;medium;2;hr
12264;0,11;0,78;260;4;0;1;0;medium;6;hr
12265;0,42;0,5;139;3;0;1;0;medium;2;hr
12266;0,84;0,93;251;5;0;1;0;medium;4;technical
12267;0,11;0,95;286;4;0;1;0;medium;6;technical
12268;0,45;0,53;129;3;0;1;0;high;2;technical
12269;0,38;0,56;156;3;0;1;0;low;2;technical
12270;0,38;0,86;139;6;0;1;0;medium;6;technical
12271;0,44;0,51;127;3;0;1;0;medium;2;technical
12272;0,11;0,84;251;4;0;1;0;medium;6;technical
12273;0,81;0,93;270;5;0;1;0;medium;5;technical
12274;0,09;0,96;296;4;0;1;0;low;6;technical
12275;0,11;0,9;254;4;0;1;0;low;6;technical
12276;0,81;0,95;238;6;0;1;0;low;5;technical
12277;0,1;0,97;267;4;1;1;0;low;6;support
12278;0,74;0,89;229;6;0;1;0;low;5;support
12279;0,09;0,78;254;4;0;1;0;low;6;support
12280;0,82;0,81;233;4;1;1;0;low;4;support
12281;0,1;0,98;268;4;0;1;0;low;6;support
12282;0,27;0,56;301;3;0;1;0;low;3;support
12283;0,83;0,92;267;6;0;1;0;low;5;support
12284;0,1;0,93;289;4;1;1;0;low;6;support
12285;0,38;0,47;144;3;0;1;0;low;2;support
12286;0,4;0,56;148;3;0;1;0;low;2;support
12287;0,11;0,83;306;4;0;1;0;low;6;support
12288;0,11;0,79;292;4;0;1;1;low;6;technical
12289;0,82;0,91;232;5;0;1;0;low;5;technical
12290;0,36;0,48;137;3;0;1;0;low;2;technical
12291;0,4;0,46;128;3;0;1;0;low;2;management
12292;0,87;0,84;231;5;0;1;0;low;5;IT
12293;0,41;0,49;146;3;0;1;0;low;2;IT
12294;0,11;0,91;308;4;1;1;0;low;6;IT
12295;0,1;0,93;253;4;0;1;0;medium;6;IT
12296;0,38;0,51;146;3;0;1;0;medium;2;IT
12297;0,39;0,55;156;3;0;1;0;medium;2;product_mng
12298;0,4;0,52;147;3;0;1;0;medium;2;product_mng
12299;0,45;0,48;136;3;0;1;0;medium;2;product_mng
12300;0,74;0,84;249;5;0;1;0;medium;5;product_mng
12301;0,45;0,55;151;3;0;1;0;medium;2;IT
12302;0,12;1;278;4;0;1;0;medium;3;RandD
12303;0,1;0,77;250;5;0;1;0;medium;6;RandD
12304;0,37;0,55;127;3;0;1;0;medium;2;RandD
12305;0,89;0,87;255;5;0;1;0;medium;5;RandD
12306;0,45;0,47;135;3;0;1;0;medium;2;RandD
12307;0,37;0,46;149;3;0;1;0;high;2;marketing
12308;0,11;0,81;287;4;0;1;0;low;5;sales
12309;0,41;0,48;145;3;0;1;0;medium;2;accounting
12310;0,1;0,94;285;4;0;1;0;medium;6;support
12311;0,1;0,93;305;4;0;1;0;medium;6;technical
12312;0,11;0,95;300;4;0;1;0;medium;6;management
12313;0,4;0,54;139;3;0;1;0;low;2;marketing
12314;0,41;0,49;130;3;0;1;0;low;2;marketing
12315;0,1;0,81;268;4;0;1;0;low;6;marketing
12316;0,73;0,86;245;6;0;1;0;low;4;sales
12317;0,43;0,47;135;3;0;1;0;low;2;sales
12318;0,37;0,46;153;3;0;1;0;low;2;sales
12319;0,11;0,94;276;4;0;1;0;low;6;sales
12320;0,4;0,46;130;3;0;1;0;low;2;sales
12321;0,41;0,54;153;3;1;1;0;low;2;sales
12322;0,82;0,84;244;5;0;1;0;low;5;sales
